Date,bottle_samp,beaker,tank,arm,pump,tp,coral,sal,dic,ta_rep1,ta_rep2,calc_avg_ta,treat,temp,dbar
3/11/2024,619,5,1,Armand,1,T9,C4,33.68086991,2828.87959,3723.939,3726.375,3725.157,ELEV,27,1
3/11/2024,620,8,1,Armand,1,T9,S14,33.59525869,2776.78094,3589.384,3590.083,3589.7335,ELEV,27,1
3/11/2024,621,14,2,Armand,1,T9,C9,33.66740888,2822.445139,3736.954,3738.84,3737.897,ELEV,27,1
3/11/2024,622,18,2,Armand,1,T9,M2,33.66415965,2906.476981,3729.103,3729.795,3729.449,ELEV,27,1
3/11/2024,623,23,2,Armand,1,T9,S1,33.61921478,2853.828711,3620.109,3625.005,3622.557,ELEV,27,1
3/11/2024,624,28,3,Armanda,1,T9,M8,33.67299916,3034.862354,3835.328,3833.212,3834.27,ELEV,27,1
3/11/2024,626,34,3,Armanda,1,T9,S11,33.70448198,2992.359132,3756.678,3758.068,3757.373,ELEV,27,1
3/11/2024,627,43,4,Armanda,1,T9,S12,33.67265606,2981.993544,3748.517,3755.766,3752.1415,ELEV,27,1
3/11/2024,628,45,4,Armanda,1,T9,C11,33.75267373,2954.866515,3797.22,3798.275,3797.7475,ELEV,27,1
3/11/2024,629,47,4,Armanda,1,T9,C14,33.69005242,2887.593712,3729.476,3729.376,3729.426,ELEV,27,1
3/19/2024,668,5,1,Armand,1,T10,C4,32.84376308,3262.938187,4045.188,4048.978,4047.083,ELEV,27,1
3/19/2024,669,8,1,Armand,1,T10,S14,32.93168971,3220.128616,4012.835,4015.752,4014.2935,ELEV,27,1
3/19/2024,670,14,2,Armand,1,T10,C9,32.85129569,3408.169373,4247.621,4250.444,4249.0325,ELEV,27,1
3/19/2024,671,18,2,Armand,1,T10,M2,32.80142536,3204.916217,3965.057,3969.275,3967.166,ELEV,27,1
3/19/2024,672,23,2,Armand,1,T10,S1,32.81751555,3196.74654,3982.111,3987.587,3984.849,ELEV,27,1
3/19/2024,673,28,3,Armanda,1,T10,M8,32.36697384,3038.89843,3924.095,3922.082,3923.0885,ELEV,27,1
3/19/2024,675,34,3,Armanda,1,T10,S11,32.4142301,3190.099001,3884.667,3885.899,3885.283,ELEV,27,1
3/19/2024,676,43,4,Armanda,1,T10,S12,32.36828653,3260.407543,3963.102,3962.582,3962.842,ELEV,27,1
3/19/2024,677,45,4,Armanda,1,T10,C11,32.41554276,3146.079336,3824.52,3827.352,3825.936,ELEV,27,1
3/19/2024,678,47,4,Armanda,1,T10,C14,32.4378578,3211.309736,3908.803,3911.766,3910.2845,ELEV,27,1
