Date,bottle_samp,beaker,tank,arm,pump,tp,coral,sal,dic,ta_rep1,ta_rep2,calc_avg_ta,treat,temp,dbar
2/20/2024,364,35,3,Armanda,1,T4,C13,34.25106763,2101.957006,2416.886997,2414.672462,2415.77973,AMB,27,1
2/20/2024,365,38,4,Armanda,1,T4,C12,34.21697123,2110.330182,2424.506238,2426.535588,2425.520913,AMB,27,1
2/20/2024,366,39,4,Armanda,1,T4,S9,34.22056138,2097.94095,2432.323536,2431.755446,2432.039491,AMB,27,1
2/27/2024,456,7,1,Armand,1,T6,C18,35.39419033,2154.435873,2496.112611,2497.556064,2496.834338,AMB,27,1
2/27/2024,457,10,1,Armand,1,T6,M3,35.2621816,2109.024273,2433.399996,2432.993832,2433.196914,AMB,27,1
2/27/2024,458,12,1,Armand,1,T6,C7,35.31853189,2077.653804,2409.457392,2411.204087,2410.33074,AMB,27,1
2/27/2024,460,16,2,Armand,1,T6,C8,35.25397271,2076.141873,2434.018743,2435.219113,2434.618928,AMB,27,1
2/27/2024,461,21,2,Armand,1,T6,S6,35.32997985,2084.697268,2411.865598,2413.294979,2412.580289,AMB,27,1
2/27/2024,462,31,3,Armanda,1,T6,M4,35.27135502,2143.023382,2470.338622,2471.966713,2471.152668,AMB,27,1
2/27/2024,463,32,3,Armanda,1,T6,S4,35.25528321,2060.741267,2351.449367,2351.155336,2351.302352,AMB,27,1
2/27/2024,464,35,3,Armanda,1,T6,C13,35.29687255,2064.474182,2366.708776,2369.401656,2368.055216,AMB,27,1
2/27/2024,465,38,4,Armanda,1,T6,C12,35.31984234,2068.4534,2386.825134,2386.265709,2386.545422,AMB,27,1
2/27/2024,466,39,4,Armanda,1,T6,S9,35.24121362,2052.647151,2367.318288,2369.351553,2368.334921,AMB,27,1
3/5/2024,556,7,1,Armand,1,T8,C18,34.24319929,2183.485736,2495.642687,2494.800792,2495.22174,AMB,27,1
3/5/2024,557,10,1,Armand,1,T8,M3,34.28954065,2176.584095,2477.104716,2477.188452,2477.146584,AMB,27,1
3/5/2024,558,12,1,Armand,1,T8,C7,34.27860658,2158.367466,2457.33815,2454.98333,2456.16074,AMB,27,1
3/5/2024,560,16,2,Armand,1,T8,C8,34.42230956,2135.897065,2423.261222,2422.41588,2422.838551,AMB,27,1
3/5/2024,561,21,2,Armand,1,T8,S6,34.4989731,2145.650531,2445.383882,2444.736052,2445.059967,AMB,27,1
3/5/2024,562,31,3,Armanda,1,T8,M4,34.29181883,2199.090495,2499.601756,2500.450079,2500.025918,AMB,27,1
3/5/2024,563,32,3,Armanda,1,T8,S4,34.29147466,2149.162733,2407.123517,2404.958626,2406.041072,AMB,27,1
3/5/2024,564,35,3,Armanda,1,T8,C13,34.33149794,2161.483102,2446.029271,2444.963132,2445.496202,AMB,27,1
3/5/2024,565,38,4,Armanda,1,T8,C12,34.26845978,2131.388889,2396.824619,2397.294514,2397.059567,AMB,27,1
3/5/2024,566,39,4,Armanda,1,T8,S9,34.21993815,2116.626002,2387.395595,2387.029718,2387.212657,AMB,27,1
3/11/2024,606,7,1,Armand,1,T9,C18,33.75039349,2064.614279,2526.112057,2523.816,2524.964029,AMB,27,1
3/11/2024,607,10,1,Armand,1,T9,M3,33.74873852,2050.232974,2523.375,2522.141,2522.758,AMB,27,1
3/11/2024,608,12,1,Armand,1,T9,C7,33.70938591,2020.606099,2473.125,2475.449,2474.287,AMB,27,1
3/11/2024,610,16,2,Armand,1,T9,C8,33.71759967,1963.231181,2428.115,2430.503,2429.309,AMB,27,1
3/11/2024,611,21,2,Armand,1,T9,S6,33.74777001,2023.04218,2444.197,2445.794,2444.9955,AMB,27,1
3/11/2024,612,31,3,Armanda,1,T9,M4,33.86451153,2174.308183,2521.782,2523.154,2522.468,AMB,27,1
3/11/2024,613,32,3,Armanda,1,T9,S4,33.78187502,2053.182187,2510.406,2510.15,2510.278,AMB,27,1
3/11/2024,614,35,3,Armanda,1,T9,C13,33.81694776,2050.11354,2470.107,2470.067,2470.087,AMB,27,1
3/11/2024,615,38,4,Armanda,1,T9,C12,33.89827092,1970.524201,2469.235,2470.453,2469.844,AMB,27,1
3/11/2024,616,39,4,Armanda,1,T9,S9,33.76613432,1919.597101,2423.046,2421.949,2422.4975,AMB,27,1
3/19/2024,656,10,1,Armand,1,T10,M3,32.96580941,2186.006956,2539.85,2542.466,2541.158,AMB,27,1
3/19/2024,657,12,1,Armand,1,T10,C7,32.96940445,2224.957015,2563.51,2564.746,2564.128,AMB,27,1
3/19/2024,659,16,2,Armand,1,T10,C8,32.95365704,2218.647631,2573.736,2574.897,2574.3165,AMB,27,1
3/19/2024,660,21,2,Armand,1,T10,S6,33.26367467,2178.832339,2492.139,2494.293,2493.216,AMB,27,1
3/19/2024,661,31,3,Armanda,1,T10,M4,32.79126765,2274.328707,2568.266,2570.459,2569.3625,AMB,27,1
3/19/2024,662,32,3,Armanda,1,T10,S4,32.50611398,2222.810747,2559.75,2562.076,2560.913,AMB,27,1
3/19/2024,663,35,3,Armanda,1,T10,C13,32.4920163,2201.343176,2516.447,2517.54,2516.9935,AMB,27,1
3/19/2024,664,38,4,Armanda,1,T10,C12,32.50348879,2223.095332,2546.586,2547.835,2547.2105,AMB,27,1
3/19/2024,665,39,4,Armanda,1,T10,S9,32.67280642,2215.252821,2529.605,2530.46,2530.0325,AMB,27,1
3/19/2024,691,7,1,Armand,1,T10,C18,32.93168971,2199.75483,2615.517,2605.701,2610.609,AMB,27,1
