<<<<<<< HEAD
date,bottle_samp,beaker,tp,sal,dic,ta_rep1,ta_rep2,calc_avg_ta,treat,diff,delta,precip,temp,dbar
2/20/2024,369,5,T4,34.0359876,2414.064358,2855.46133,2859.130161,2857.295746,elev,3.668831,4,a,27,1
2/20/2024,370,8,T4,33.93761958,2914.293679,3524.869041,3532.760933,3528.814987,elev,7.891892,8,a,27,1
2/20/2024,371,14,T4,33.98614845,2759.806589,3326.649378,3328.501802,3327.57559,elev,1.852424,2,a,27,1
2/20/2024,372,18,T4,34.08548158,2181.253375,2543.297782,2538.895053,2541.096418,elev,4.402729,5,a,27,1
2/20/2024,373,23,T4,34.08485776,2200.246391,2568.099035,2570.369697,2569.234366,elev,2.270662,3,a,27,1
2/20/2024,374,28,T4,34.17107125,3069.975498,3762.0314,3769.545057,3765.788229,elev,7.513657,8,a,27,1
2/20/2024,376,34,T4,34.21303699,3147.404888,3820.7123,3820.661106,3820.686703,elev,0.051194,1,a,27,1
2/20/2024,377,43,T4,34.14712115,3082.881926,3764.028244,3764.813705,3764.420975,elev,0.785461,1,a,27,1
2/20/2024,378,45,T4,34.15795676,3054.224198,3739.341248,3740.223561,3739.782405,elev,0.882313,1,a,27,1
2/20/2024,379,47,T4,34.19074281,3126.117658,3851.414051,3853.061341,3852.237696,elev,1.64729,2,a,27,1
2/27/2024,469,5,T6,35.38205059,2984.367062,3615.359871,3613.941334,3614.650603,elev,1.418537,2,a,27,1
2/27/2024,470,8,T6,35.12905076,2799.087332,3587.784794,3588.185513,3587.985154,elev,0.400719,1,a,27,1
2/27/2024,471,14,T6,35.21038004,2977.53052,3631.853714,3632.531953,3632.192834,elev,0.678239,1,a,27,1
2/27/2024,472,18,T6,35.2251416,2959.631642,3612.139709,3609.222501,3610.681105,elev,2.917208,3,a,27,1
2/27/2024,473,23,T6,35.27363003,2929.598206,3600.017049,3597.988394,3599.002722,elev,2.028655,3,a,27,1
2/27/2024,474,28,T6,35.03892088,3068.928149,3705.794526,3703.083085,3704.438806,elev,2.711441,3,a,27,1
2/27/2024,476,34,T6,35.14283995,3144.703174,3822.110177,3818.059265,3820.084721,elev,4.050912,5,a,27,1
2/27/2024,477,43,T6,35.19665584,3089.771091,3784.331738,3787.160424,3785.746081,elev,2.828686,3,a,27,1
2/27/2024,478,45,T6,35.27983647,3074.192152,3761.708292,3766.759017,3764.233655,elev,5.050725,6,a,27,1
2/27/2024,479,47,T6,35.27528648,3108.739983,3791.542072,3793.547707,3792.54489,elev,2.005635,3,a,27,1
3/5/2024,569,5,T8,34.33936482,2952.677052,3745.417817,3745.398792,3745.408305,elev,0.019025,1,a,27,1
3/5/2024,570,8,T8,34.29968587,3069.367701,3660.558715,3661.046503,3660.802609,elev,0.487788,1,a,27,1
3/5/2024,571,14,T8,34.39277663,3050.406947,3641.327752,3644.039475,3642.683614,elev,2.711723,3,a,27,1
3/5/2024,572,18,T8,34.28657412,3116.982024,3747.280157,3746.925033,3747.102595,elev,0.355124,1,a,27,1
3/5/2024,573,23,T8,34.28264058,3089.294664,3708.835956,3712.378498,3710.607227,elev,3.542542,4,a,27,1
3/5/2024,574,28,T8,34.18190679,3114.287028,3703.55215,3703.189239,3703.370695,elev,0.362911,1,a,27,1
3/5/2024,576,34,T8,34.15795676,2911.146012,3803.97097,3806.802852,3805.386911,elev,2.831882,3,a,27,1
3/5/2024,577,43,T8,34.12910456,3098.086861,3704.337178,3705.095709,3704.716444,elev,0.758531,1,a,27,1
3/5/2024,578,45,T8,34.13531799,3179.432043,3829.826994,3828.721487,3829.274241,elev,1.105507,2,a,27,1
3/5/2024,579,47,T8,34.25728041,2961.433357,3753.973117,3753.078957,3753.526037,elev,0.89416,1,a,27,1
3/11/2024,619,5,T9,33.68086991,2828.87959,3723.939,3726.375,3725.157,elev,2.436,3,a,27,1
3/11/2024,620,8,T9,33.59525869,2776.78094,3589.384,3590.083,3589.7335,elev,0.699,1,a,27,1
3/11/2024,621,14,T9,33.66740888,2822.445139,3736.954,3738.84,3737.897,elev,1.886,2,a,27,1
3/11/2024,622,18,T9,33.66415965,2906.476981,3729.103,3729.795,3729.449,elev,0.692,1,a,27,1
3/11/2024,623,23,T9,33.61921478,2853.828711,3620.109,3625.005,3622.557,elev,4.896,5,a,27,1
3/11/2024,624,28,T9,33.67299916,3034.862354,3835.328,3833.212,3834.27,elev,2.116,3,a,27,1
3/11/2024,626,34,T9,33.70448198,2992.359132,3756.678,3758.068,3757.373,elev,1.39,2,a,27,1
3/11/2024,627,43,T9,33.67265606,2981.993544,3748.517,3755.766,3752.1415,elev,7.249,8,a,27,1
3/11/2024,628,45,T9,33.75267373,2954.866515,3797.22,3798.275,3797.7475,elev,1.055,2,a,27,1
3/11/2024,629,47,T9,33.69005242,2887.593712,3729.476,3729.376,3729.426,elev,0.1,1,a,27,1
3/19/2024,668,5,T10,32.84376308,3262.938187,4045.188,4048.978,4047.083,elev,3.79,4,a,27,1
3/19/2024,669,8,T10,32.93168971,3220.128616,4012.835,4015.752,4014.2935,elev,2.917,3,a,27,1
3/19/2024,670,14,T10,32.85129569,3408.169373,4247.621,4250.444,4249.0325,elev,2.823,3,a,27,1
3/19/2024,671,18,T10,32.80142536,3204.916217,3965.057,3969.275,3967.166,elev,4.218,5,a,27,1
3/19/2024,672,23,T10,32.81751555,3196.74654,3982.111,3987.587,3984.849,elev,5.476,6,a,27,1
3/19/2024,673,28,T10,32.36697384,3038.89843,3924.095,3922.082,3923.0885,elev,2.013,3,a,27,1
3/19/2024,675,34,T10,32.4142301,3190.099001,3884.667,3885.899,3885.283,elev,1.232,2,a,27,1
3/19/2024,676,43,T10,32.36828653,3260.407543,3963.102,3962.582,3962.842,elev,0.52,1,a,27,1
3/19/2024,677,45,T10,32.41554276,3146.079336,3824.52,3827.352,3825.936,elev,2.832,3,a,27,1
3/19/2024,678,47,T10,32.4378578,3211.309736,3908.803,3911.766,3910.2845,elev,2.963,3,a,27,1
2/7/2024,154,1,T0,35.2805284,3604.990019,4516.446421,4514.628836,4515.537629,hi,1.817585,2,a,27,1
2/7/2024,157,4,T0,35.27135502,3327.32901,4431.997152,4430.193669,4431.095411,hi,1.803483,2,a,27,1
2/7/2024,159,6,T0,35.44660537,3674.109514,4580.29863,4581.802558,4581.050594,hi,1.503928,2,a,27,1
2/7/2024,168,15,T0,35.11629797,3551.278193,4634.855642,4633.669595,4634.262619,hi,1.186047,2,a,27,1
2/7/2024,172,19,T0,35.28183888,3710.184449,4623.823801,4628.674945,4626.249373,hi,4.851144,5,a,27,1
2/7/2024,178,25,T0,35.37191348,3836.531851,4802.602782,4806.6773,4804.640041,hi,4.074518,5,a,27,1
2/7/2024,183,30,T0,35.41777728,3774.287462,4746.743452,4752.373861,4749.558657,hi,5.630409,6,a,27,1
2/7/2024,190,37,T0,35.26969859,3141.303101,4925.281027,4928.966282,4927.123655,hi,3.685255,4,a,27,1
2/7/2024,194,41,T0,35.34963636,3151.128491,4816.255498,4818.859729,4817.557614,hi,2.604231,3,a,27,1
2/7/2024,199,46,T0,35.33653205,3104.243181,4813.889439,4824.508928,4819.199184,hi,10.619489,11,a,27,1
2/13/2024,256,1,T2,34.54127023,3708.139711,4495.135944,4504.396801,4499.766373,hi,9.260857,10,a,27,1
2/13/2024,259,4,T2,34.53864822,3666.008457,4443.222349,4438.511835,4440.867092,hi,4.710514,5,a,27,1
2/13/2024,261,6,T2,34.69299545,3596.408541,4314.194096,4318.043175,4316.118636,hi,3.849079,4,a,27,1
2/13/2024,270,15,T2,34.41837629,3689.568681,4359.035383,4366.348353,4362.691868,hi,7.31297,8,a,27,1
2/13/2024,274,19,T2,34.50718384,3651.049983,4437.046299,4442.926836,4439.986568,hi,5.880537,6,a,27,1
2/13/2024,280,25,T2,34.41506528,3757.136058,4585.790942,4587.014321,4586.402632,hi,1.223379,2,a,27,1
2/13/2024,285,30,T2,34.39539884,3762.493862,4585.927169,4585.013942,4585.470556,hi,0.913227,1,a,27,1
2/13/2024,292,37,T2,34.46129733,3783.461766,4629.316364,4633.725495,4631.52093,hi,4.409131,5,a,27,1
2/13/2024,296,41,T2,34.43735367,3747.608546,4504.141347,4504.522267,4504.331807,hi,0.38092,1,a,27,1
2/13/2024,301,46,T2,34.393121,3547.108073,4641.801491,4644.546539,4643.174015,hi,2.745048,3,a,27,1
2/20/2024,380,1,T4,33.92188021,3328.060062,4165.980279,4166.595877,4166.288078,hi,0.615598,1,a,27,1
2/20/2024,381,4,T4,34.09107143,2315.803516,2761.071182,2750.908827,2755.990005,hi,10.162355,11,a,27,1
2/20/2024,382,6,T4,34.09072758,2306.903337,2723.624753,2722.146492,2722.885623,hi,1.478261,2,a,27,1
2/20/2024,383,15,T4,34.05434905,2155.508332,2506.773129,2508.60885,2507.69099,hi,1.835721,2,a,27,1
2/20/2024,384,19,T4,33.92284829,3625.676831,4429.922799,4439.872452,4434.897626,hi,9.949653,10,a,27,1
2/20/2024,386,25,T4,34.01403501,3786.088163,4698.275232,4701.906346,4700.090789,hi,3.631114,4,a,27,1
2/20/2024,388,30,T4,34.00319883,3381.752705,4688.272155,4692.256395,4690.264275,hi,3.98424,4,a,27,1
2/20/2024,389,37,T4,33.94908043,3322.104995,4791.940249,4792.57423,4792.25724,hi,0.633981,1,a,27,1
2/20/2024,390,41,T4,34.1143344,3777.658819,4738.461965,4740.40619,4739.434078,hi,1.944225,2,a,27,1
2/20/2024,391,46,T4,34.03205298,3681.878145,4778.322444,4779.603749,4778.963097,hi,1.281305,2,a,27,1
2/27/2024,480,1,T6,35.07700259,3634.196379,4496.59856,4504.000972,4500.299766,hi,7.402412,8,a,27,1
2/27/2024,481,4,T6,35.14083911,3634.365985,4481.258434,4481.272242,4481.265338,hi,0.013808,1,a,27,1
2/27/2024,482,6,T6,35.07176314,3620.106483,4362.482152,4364.426444,4363.454298,hi,1.944292,2,a,27,1
2/27/2024,483,15,T6,35.07734799,3878.878253,4719.042691,4722.962086,4721.002389,hi,3.919395,4,a,27,1
2/27/2024,484,19,T6,35.06521381,2978.312191,4436.184046,4432.356387,4434.270217,hi,3.827659,4,a,27,1
2/27/2024,486,25,T6,35.01897607,3801.242509,4150.385448,4148.844571,4149.61501,hi,1.540877,2,b,27,1
2/27/2024,488,30,T6,35.01313146,3805.080017,4678.041931,4680.055544,4679.048738,hi,2.013613,3,a,27,1
2/27/2024,489,37,T6,35.11140409,3795.338147,4703.801884,4705.983321,4704.892603,hi,2.181437,3,a,27,1
2/27/2024,490,41,T6,35.09568597,3826.175996,4732.575396,4733.877349,4733.226373,hi,1.301953,2,a,27,1
2/27/2024,491,46,T6,35.06259407,3807.665246,4951.914483,4954.587859,4953.251171,hi,2.673376,3,a,27,1
3/5/2024,580,1,T8,33.97172108,3811.867015,4700.891282,4704.45233,4702.671806,hi,3.561048,4,a,27,1
3/5/2024,581,4,T8,34.12517013,3834.641596,4689.759191,4693.484243,4691.621717,hi,3.725052,4,a,27,1
3/5/2024,582,6,T8,34.25500179,3824.542183,4641.134886,4636.702424,4638.918655,hi,4.432462,5,a,27,1
3/5/2024,583,15,T8,33.97924692,3929.856606,4570.165277,4566.175826,4568.170552,hi,3.989451,4,a,27,1
3/5/2024,584,19,T8,34.15105552,3714.862103,4465.491963,4468.019121,4466.755542,hi,2.527158,3,a,27,1
3/5/2024,586,25,T8,34.1317275,3972.417707,3341.089301,3345.52613,3343.307716,hi,4.436829,5,c,27,1
3/5/2024,588,30,T8,34.15236698,3495.079015,3413.617478,3399.915603,3406.766541,hi,13.701875,14,c,27,1
3/5/2024,589,37,T8,33.95826158,3778.422449,3405.758203,3405.248904,3405.503554,hi,0.509299,1,c,27,1
3/5/2024,590,41,T8,34.10908847,4059.901047,3712.617287,3695.542394,3704.079841,hi,17.074893,18,c,27,1
3/5/2024,591,46,T8,33.9976089,4009.910221,3423.257723,3424.807112,3424.032418,hi,1.549389,2,c,27,1
3/11/2024,630,1,T9,33.41552713,3234.684056,3393.764,3391.359,3392.5615,hi,2.405,3,b,27,1
3/11/2024,631,4,T9,33.39847143,3234.943359,2823.717,2819.868,2821.7925,hi,3.849,4,c,27,1
3/11/2024,632,6,T9,33.55196725,3449.991164,2905.13,2908.791,2906.9605,hi,3.661,4,c,27,1
3/11/2024,633,15,T9,33.4168391,3520.48898,3041.076,3045.519,3043.2975,hi,4.443,5,c,27,1
3/11/2024,634,19,T9,33.51426524,3494.32604,4382.085,4393.756,4387.9205,hi,11.671,12,a,27,1
3/11/2024,636,25,T9,33.48899611,3520.450609,4380.906,4380.356,4380.631,hi,0.55,1,a,27,1
3/11/2024,638,30,T9,33.47028642,3364.150206,4481.604,4487.392,4484.498,hi,5.788,6,a,27,1
3/11/2024,639,37,T9,33.60107222,3545.699572,4516.056,4517.028,4516.542,hi,0.972,1,a,27,1
3/11/2024,640,41,T9,33.59822534,3634.458922,3189.44,3179.132,3184.286,hi,10.308,11,c,27,1
3/11/2024,641,46,T9,33.6506985,3553.083722,3040.72,3041.585,3041.1525,hi,0.865,1,c,27,1
3/19/2024,679,1,T10,32.60455614,3307.778463,4965.716,4974.957,4970.3365,hi,9.241,10,a,27,1
3/19/2024,680,4,T10,32.77780211,3654.878086,4909.587,4913.705,4911.646,hi,4.118,5,a,27,1
3/19/2024,681,6,T10,32.69643095,3816.108712,4908.143,4909.584,4908.8635,hi,1.441,2,a,27,1
3/19/2024,682,15,T10,32.61374382,4191.876339,4947.978,4953.109,4950.5435,hi,5.131,6,a,27,1
3/19/2024,683,19,T10,32.73449208,3927.537315,4825.179,4824.458,4824.8185,hi,0.721,1,a,27,1
3/19/2024,685,25,T10,32.18649488,3348.641437,3569.34,3575.37,3572.355,hi,6.03,7,b,27,1
3/19/2024,687,30,T10,32.2409515,3988.986941,4225.3,4219.203,4222.2515,hi,6.097,7,b,27,1
3/19/2024,688,37,T10,32.3801007,3856.593461,4809.752,4813.828,4811.79,hi,4.076,5,a,27,1
3/19/2024,689,41,T10,32.25933027,3577.931512,3497.059,3496.948,3497.0035,hi,0.111,1,a,27,1
3/19/2024,690,46,T10,32.32924608,4008.096889,4956.113,4964.632,4960.3725,hi,8.519,9,a,27,1
2/7/2024,155,2,T0,34.96443844,3656.749023,4647.394911,4648.457254,4647.926083,xhi,1.062343,2,a,27,1
2/7/2024,162,9,T0,35.1031996,3687.997438,4232.598825,4234.729023,4233.663924,xhi,2.130198,3,a,27,1
2/7/2024,170,17,T0,35.05735459,3743.579109,4775.657805,4776.988728,4776.323267,xhi,1.330923,2,a,27,1
2/7/2024,173,20,T0,35.17927298,3720.54364,4302.819433,4306.060862,4304.440148,xhi,3.241429,4,a,27,1
2/7/2024,177,24,T0,35.15297291,3489.188203,4575.0516,4585.29595,4580.173775,xhi,10.24435,11,a,27,1
2/7/2024,179,26,T0,35.15200864,3483.932864,4688.832681,4689.791615,4689.312148,xhi,0.958934,1,a,27,1
2/7/2024,182,29,T0,35.22252056,3445.983751,4817.718028,4826.157662,4821.937845,xhi,8.439634,9,a,27,1
2/7/2024,189,36,T0,35.1480792,3367.01959,4913.546483,4909.131685,4911.339084,xhi,4.414798,5,a,27,1
2/7/2024,195,42,T0,35.17403078,3315.67745,4517.491331,4516.359471,4516.925401,xhi,1.13186,2,a,27,1
2/7/2024,201,48,T0,35.16903609,3330.145531,4544.945159,4544.151955,4544.548557,xhi,0.793204,1,a,27,1
2/13/2024,257,2,T2,34.27763941,3754.374399,5249.149117,5256.117332,5252.633225,xhi,6.968215,7,a,27,1
2/13/2024,264,9,T2,34.37835442,4279.117254,5461.728504,5474.522124,5468.125314,xhi,12.79362,13,a,27,1
2/13/2024,272,17,T2,34.31707523,3960.961582,5268.995483,5282.303618,5275.649551,xhi,13.308135,14,a,27,1
2/13/2024,275,20,T2,34.31707523,3823.869338,5178.574997,5182.719057,5180.647027,xhi,4.14406,5,a,27,1
2/13/2024,279,24,T2,34.31935332,3874.063942,5349.138387,5349.06875,5349.103569,xhi,0.069637,1,a,27,1
2/13/2024,281,26,T2,34.16092365,3937.21603,5427.512104,5445.594809,5436.553457,xhi,18.082705,19,a,27,1
2/13/2024,284,29,T2,34.11633368,3950.24614,5476.132431,5482.817288,5479.47486,xhi,6.684857,7,a,27,1
2/13/2024,291,36,T2,34.197644,3969.605006,4613.796562,4613.224073,4613.510318,xhi,0.572489,1,a,27,1
2/13/2024,297,42,T2,34.2405765,4301.103819,5318.722163,5323.604656,5321.16341,xhi,4.882493,5,a,27,1
2/13/2024,303,48,T2,34.15105552,3786.850924,4955.140102,4966.009554,4960.574828,xhi,10.869452,11,a,27,1
2/20/2024,392,2,T4,33.78022001,3895.157277,4683.53467,4686.941845,4685.238258,xhi,3.407175,4,a,27,1
2/20/2024,393,9,T4,33.87956448,3954.898906,4804.834905,4808.400333,4806.617619,xhi,3.565428,4,a,27,1
2/20/2024,395,17,T4,34.11861274,2063.427727,2464.01923,2461.882491,2462.950861,xhi,2.136739,3,a,27,1
